exemplar_id,ticker,timing_mode,session,h1_outcome,bucket,fired_faithful_expected,fired_isolated_expected,fired_classes_faithful,fired_classes_isolated
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-08,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-09,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-10,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-11,skip_gate_rejection,skip,None,None,,
twosmw-affy-2012,AFFY,single_session,2012-08-20,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-05-24,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-05-25,surfaced_aplus,aplus,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-05-29,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-05-30,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-05-31,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-01,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-04,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-05,surfaced_watch,watch,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-06,skip_gate_rejection,skip,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-07,skip_gate_rejection,skip,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-08,skip_gate_rejection,skip,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-11,skip_gate_rejection,skip,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-12,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-13,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-14,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-15,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-18,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-19,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-20,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-21,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-22,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-25,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-26,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-27,skip_gate_rejection,skip,False,False,,high_tight_flag
