exemplar_id,ticker,timing_mode,session,h1_outcome,bucket,fired_faithful_expected,fired_isolated_expected,fired_classes_faithful,fired_classes_isolated
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-26,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-27,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-28,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-31,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-01,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-02,skip_insufficient_history,,False,False,,
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-03,skip_insufficient_history,,False,False,,
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-04,skip_insufficient_history,,False,False,,
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-07,skip_insufficient_history,,False,False,,
twosmw-fig11-6-dks,DKS,window_sweep,2003-04-08,skip_insufficient_history,,False,False,,
